FirstName;MiddleName;LastName;BirthYear;Age;PassportID
Anton;Vasilievich;Sobolev;1929;91;12768
Nikolay;Ivanovich;Krasnov;1935;85;15384
Slava;Vasilievich;Moryashov;1923;97;86111
Anton;Evgenievich;Okunevskiy;1966;54;74553
Ivan;Vladimirovich;Ribin;1938;82;90227
Boris;Olegovich;Fedoro;1958;62;69957
Evgeniy;Olegovich;Kamishev;1930;90;80602
Rustam;Evgenievich;Borisov;2009;11;64290
Evgeniy;Olegovich;Okunevskiy;1918;102;40064
Svaytoslav;Victorovich;Nikitin;1946;74;86632
Stanislav;Ivanovich;Victorov;1920;100;44645
Arnold;Olegovich;Victorov;1984;36;47138
Arkady;Dmitrievich;Koshkin;1951;69;44853
Arnold;Vitalievich;Koshkin;1924;96;95767
George;Vladimirovich;Nikitin;1957;63;78496
Vasiliy;Vitalievich;Okunevskiy;1958;62;52372
Artem;Svytoslavich;Ribin;2004;16;13263
Vladislav;Olegovich;Ribin;1963;57;54353
Dmitriy;Vasilievich;Victorov;1910;110;13644
Boris;Ivanovich;Sobolev;1984;36;69817
Vladislav;Svytoslavich;Sobolev;1934;86;99575
Nikolay;Borisovich;Koshkin;1996;24;21329
Georgiy;Ivanovich;Dmitriev;1951;69;76161
Anton;Petrovich;Koshkin;1962;58;70174
Anton;Ivanovich;Nikitin;1913;107;27246
Oleg;Vasilievich;Kamishev;1987;33;36201
Peter;Svytoslavich;Petrov;1910;110;43192
Ivan;Dmitrievich;Moryashov;2004;16;86480
Oleg;Borisovich;Rogkov;1942;78;57261
Arnold;Vladimirovich;Sobolev;1922;98;29105
Svaytoslav;Vladimirovich;Nikitin;2009;11;58272
Arkady;Ivanovich;Artemov;1978;42;9823
Nikita;Nikolaevich;Kamishev;1957;63;91790
Denis;Olegovich;Fedoro;1968;52;40464
Nikolay;Olegovich;Sobolev;1922;98;21018
Dmitriy;Dmitrievich;Rogkov;1969;51;2447
Bohdan;Borisovich;Rogkov;1951;69;53843
Alex;Ivanovich;Volkov;1923;97;78310
Vladimir;Vladimirovich;Sobolev;1971;49;16891
Vladislav;Olegovich;Artemov;2014;6;81350
Georgiy;Vladimirovich;Nikitin;2004;16;33527
Victor;Borisovich;Ivanov;1985;35;91457
Arseny;Vladimirovich;Kamishev;2005;15;2600
Dmitriy;Victorovich;Fedoro;1957;63;75508
George;Victorovich;Rogkov;1933;87;41523
Yuriy;Svytoslavich;Koshkin;1962;58;86584
Victor;Petrovich;Rogkov;1987;33;12802
Arkady;Vladimirovich;Ribin;1989;31;9909
Bohdan;Nikolaevich;Okunevskiy;2011;9;60414
Nikolay;Svytoslavich;Artemov;1937;83;67415
Denis;Nikolaevich;Rzhevskiy;2016;4;3726
Andrey;Nikolaevich;Petrov;1974;46;19403
Peter;Vladimirovich;Rogkov;1953;67;34485
Anton;Vasilievich;Eliseev;1971;49;24100
Denis;Svytoslavich;Rogkov;1992;28;99322
George;Nikolaevich;Fedoro;1980;40;45594
Arnold;Vitalievich;Ivanov;2008;12;88659
Oleg;Victorovich;Borisov;1965;55;50886
Ivan;Nikolaevich;Fedoro;1921;99;55577
George;Stanislavovich;Victorov;1911;109;19867
Artem;Victorovich;Artemov;1944;76;17090
German;Vitalievich;Eliseev;1919;101;20249
Alex;Stanislavovich;Nikitin;1975;45;8633
Bohdan;Vladimirovich;Artemov;1996;24;85665
Victor;Ivanovich;Okunevskiy;1991;29;32190
Svaytoslav;Evgenievich;Artemov;1950;70;91613
Dmitriy;Stanislavovich;Ribin;2007;13;22305
George;Vladimirovich;Moryashov;2016;4;63136
Stanislav;Borisovich;Fedoro;1941;79;14572
Dmitriy;Ivanovich;Borisov;1954;66;82732
Denis;Ivanovich;Victorov;1914;106;631
Dmitriy;Vitalievich;Fedoro;1930;90;9326
Artem;Evgenievich;Victorov;1947;73;54615
Peter;Borisovich;Sobolev;1963;57;81926
Vitaliy;Svytoslavich;Artemov;2013;7;81118
Yuriy;Svytoslavich;Koshkin;1989;31;76958
Dmitriy;Olegovich;Petrov;1989;31;26261
Oleg;Dmitrievich;Lisev;1948;72;29230
Vitaliy;Vladimirovich;Ivanov;1964;56;74227
Vitaliy;Ivanovich;Sobolev;2017;3;25000
Stanislav;Vitalievich;Lisev;1988;32;83657
Arnold;Nikolaevich;Rogkov;2017;3;44645
Boris;Ivanovich;Rogkov;1917;103;64836
Arkady;Vladimirovich;Moryashov;1926;94;84118
Arkady;Ivanovich;Sobolev;1970;50;21265
Nikolay;Evgenievich;Nikitin;1996;24;31543
Maxim;Ivanovich;Sobolev;1986;34;41181
Georgiy;Petrovich;Koshkin;1932;88;30091
Maxim;Petrovich;Artemov;1959;61;88109
Vasiliy;Ivanovich;Borisov;1985;35;33454
Svaytoslav;Petrovich;Dmitriev;1975;45;67000
Rustam;Vasilievich;Okunevskiy;1995;25;68437
Andrey;Vladimirovich;Nikitin;1976;44;96688
Svaytoslav;Olegovich;Artemov;1995;25;72225
Yuriy;Stanislavovich;Rogkov;1974;46;62446
Dmitriy;Ivanovich;Ribin;1937;83;83230
Oleg;Nikolaevich;Lisev;1938;82;17303
Evgeniy;Vitalievich;Rogkov;1935;85;45805
George;Dmitrievich;Ivanov;1996;24;9430
Yuriy;Victorovich;Ribin;1970;50;53315
Vitaliy;Svytoslavich;Okunevskiy;1943;77;98327
Denis;Vitalievich;Artemov;1941;79;13708
Dmitriy;Olegovich;Ribin;1945;75;46983
Arnold;Ivanovich;Lisev;2008;12;89068
Maxim;Dmitrievich;Kamishev;1975;45;3061
Victor;Vladimirovich;Lisev;1967;53;48298
Dmitriy;Vladimirovich;Volkov;1953;67;72304
Ivan;Victorovich;Krasnov;1928;92;92724
Victor;Vasilievich;Okunevskiy;1943;77;3872
Artem;Vitalievich;Moryashov;1981;39;79992
Arkady;Olegovich;Koshkin;1954;66;13083
Dmitriy;Ivanovich;Krasnov;2015;5;95525
George;Borisovich;Dmitriev;1964;56;24127
Andrey;Vladimirovich;Victorov;2016;4;14578
Arkady;Nikolaevich;Nikitin;1956;64;86745
Arseny;Borisovich;Nikitin;1921;99;74721
George;Victorovich;Ivanov;1954;66;68623
Alex;Petrovich;Sobolev;1969;51;50715
Stanislav;Petrovich;Lisev;2012;8;12216
Alex;Petrovich;Ribin;1982;38;3567
Oleg;Vasilievich;Kamishev;1957;63;33140
Bohdan;Dmitrievich;Borisov;1950;70;75728
Nikolay;Victorovich;Rogkov;2005;15;89889
Vladislav;Ivanovich;Eliseev;1933;87;37485
Vladimir;Petrovich;Petrov;1961;59;33674
Victor;Petrovich;Nikitin;1980;40;67867
George;Olegovich;Victorov;2019;1;15335
Arnold;Evgenievich;Eliseev;1963;57;89461
Oleg;Evgenievich;Dmitriev;1953;67;46076
Oleg;Vitalievich;Petrov;1941;79;83147
Rustam;Evgenievich;Koshkin;1986;34;42472
Nikolay;Svytoslavich;Sobolev;2015;5;97820
George;Ivanovich;Rzhevskiy;1970;50;96627
Denis;Vasilievich;Lisev;2008;12;54869
Nikita;Vasilievich;Victorov;1924;96;61729
Dmitriy;Ivanovich;Ivanov;1993;27;39539
Boris;Borisovich;Rzhevskiy;1910;110;94222
Svaytoslav;Dmitrievich;Fedoro;1934;86;83959
Alex;Evgenievich;Ivanov;2008;12;8905
Artem;Svytoslavich;Kamishev;1939;81;92162
Vladislav;Ivanovich;Fedoro;1925;95;44795
Ivan;Dmitrievich;Ivanov;1956;64;48255
Vasiliy;Ivanovich;Fedoro;1913;107;70320
Vitaliy;Vladimirovich;Victorov;2002;18;97482
Vladimir;Stanislavovich;Krasnov;2002;18;38593
Evgeniy;Evgenievich;Koshkin;1934;86;8883
Arnold;Olegovich;Nikitin;1985;35;99850
Stanislav;Borisovich;Volkov;1916;104;30109
German;Borisovich;Rogkov;1960;60;50904
Rustam;Petrovich;Lisev;1912;108;41795
Maxim;Vitalievich;Ribin;1932;88;13522
Bohdan;Petrovich;Fedoro;2008;12;24057
Victor;Nikolaevich;Volkov;2003;17;46922
Yuriy;Olegovich;Sobolev;1943;77;72652
Nikita;Vitalievich;Nikitin;2000;20;77294
Evgeniy;Olegovich;Volkov;1942;78;60438
Peter;Nikolaevich;Ribin;2015;5;31296
Alex;Borisovich;Artemov;1944;76;43137
Georgiy;Evgenievich;Rogkov;2012;8;53559
Bohdan;Olegovich;Lisev;1947;73;69420
Alex;Vitalievich;Moryashov;2003;17;33085
Maxim;Olegovich;Nikitin;1946;74;86864
Victor;Ivanovich;Borisov;1914;106;22141
Oleg;Vitalievich;Rzhevskiy;1994;26;49598
Arkady;Victorovich;Dmitriev;2011;9;66631
Vladislav;Dmitrievich;Lisev;1967;53;42948
Evgeniy;Evgenievich;Sobolev;1936;84;41279
Nikolay;Evgenievich;Ivanov;2006;14;57838
Vitaliy;Vasilievich;Koshkin;1931;89;59074
Rustam;Petrovich;Fedoro;1985;35;85415
Arnold;Vitalievich;Fedoro;1976;44;64284
Arseny;Svytoslavich;Fedoro;1961;59;72762
Ivan;Evgenievich;Artemov;1931;89;85088
Andrey;Nikolaevich;Artemov;2006;14;96557
Rustam;Svytoslavich;Lisev;1912;108;77501
Peter;Svytoslavich;Petrov;1929;91;84994
Ivan;Petrovich;Ribin;1975;45;99444
Maxim;Olegovich;Artemov;1950;70;62352
Vladislav;Borisovich;Nikitin;1913;107;75170
Nikolay;Ivanovich;Krasnov;1968;52;17300
Anton;Evgenievich;Ivanov;2019;1;8075
Vitaliy;Olegovich;Krasnov;1976;44;18091
Vitaliy;Vasilievich;Petrov;1941;79;36829
George;Ivanovich;Fedoro;1932;88;27723
Georgiy;Dmitrievich;Eliseev;2019;1;68248
Vladislav;Stanislavovich;Artemov;2010;10;22296
Artem;Vitalievich;Ivanov;2008;12;22891
Rustam;Vladimirovich;Nikitin;2007;13;98840
Oleg;Vitalievich;Rzhevskiy;2013;7;58427
Arkady;Ivanovich;Eliseev;1974;46;87127
George;Petrovich;Kamishev;1973;47;53996
Rustam;Svytoslavich;Rogkov;1920;100;66298
Anton;Petrovich;Rogkov;1977;43;8526
Evgeniy;Svytoslavich;Krasnov;2001;19;43311
Dmitriy;Olegovich;Rogkov;1992;28;89776
Yuriy;Evgenievich;Moryashov;1961;59;89736
Nikita;Vitalievich;Eliseev;1919;101;31113
German;Olegovich;Ivanov;1979;41;67815
Ivan;Evgenievich;Kamishev;1958;62;72673
Peter;Olegovich;Moryashov;1991;29;19183
Oleg;Olegovich;Fedoro;1921;99;44230
Artem;Svytoslavich;Koshkin;1982;38;52299
Evgeniy;Borisovich;Eliseev;1934;86;52427
Bohdan;Vasilievich;Volkov;1920;100;60130
Arnold;Vasilievich;Moryashov;1932;88;26432
Bohdan;Dmitrievich;Dmitriev;1952;68;40537
Anton;Vitalievich;Sobolev;1915;105;56816
German;Dmitrievich;Kamishev;2015;5;90316
Maxim;Evgenievich;Volkov;2005;15;94686
Bohdan;Ivanovich;Dmitriev;1985;35;12897
Vitaliy;Stanislavovich;Krasnov;1929;91;24347
German;Petrovich;Rzhevskiy;2017;3;31434
Rustam;Olegovich;Rzhevskiy;1920;100;45722
Georgiy;Victorovich;Koshkin;2000;20;46031
Boris;Vladimirovich;Borisov;2019;1;64479
Victor;Dmitrievich;Dmitriev;1942;78;28836
Rustam;Ivanovich;Ribin;1956;64;51539
Ivan;Stanislavovich;Rogkov;1942;78;25861
Bohdan;Svytoslavich;Krasnov;1916;104;60988
Slava;Olegovich;Krasnov;1996;24;42359
Stanislav;Olegovich;Volkov;1915;105;49565
Vladimir;Vladimirovich;Fedoro;1953;67;42042
Maxim;Ivanovich;Nikitin;1922;98;84148
Dmitriy;Nikolaevich;Borisov;1957;63;1403
Arkady;Dmitrievich;Ribin;2013;7;18228
Ivan;Borisovich;Kamishev;2009;11;41962
Nikolay;Svytoslavich;Krasnov;1945;75;27323
Nikita;Dmitrievich;Sobolev;1956;64;27433
Oleg;Svytoslavich;Okunevskiy;1965;55;78481
Nikita;Olegovich;Volkov;2000;20;72466
Vladimir;Evgenievich;Ribin;1970;50;33573
Georgiy;Stanislavovich;Artemov;1938;82;76924
Arnold;Svytoslavich;Dmitriev;2014;6;11917
Stanislav;Petrovich;Okunevskiy;1971;49;87374
Slava;Dmitrievich;Moryashov;2018;2;27951
George;Dmitrievich;Artemov;1951;69;8005
Maxim;Olegovich;Rogkov;1987;33;36140
Arnold;Olegovich;Volkov;1961;59;48973
Slava;Olegovich;Kamishev;2001;19;21088
Yuriy;Ivanovich;Sobolev;1971;49;23819
Victor;Svytoslavich;Kamishev;1918;102;27958
Denis;Vitalievich;Sobolev;1924;96;1556
Artem;Petrovich;Lisev;1949;71;99664
Oleg;Nikolaevich;Lisev;1988;32;95779
Vladislav;Olegovich;Moryashov;1973;47;35065
Alex;Olegovich;Sobolev;1949;71;45170
Arnold;Petrovich;Ribin;1927;93;69447
Georgiy;Ivanovich;Petrov;1939;81;19815
Ivan;Nikolaevich;Rogkov;2018;2;66838
Anton;Borisovich;Rogkov;1928;92;87667
Artem;Ivanovich;Rogkov;1998;22;66502
Vladislav;Evgenievich;Volkov;1984;36;8801
Rustam;Ivanovich;Dmitriev;1987;33;4828
Arnold;Stanislavovich;Eliseev;2002;18;3225
Andrey;Dmitrievich;Dmitriev;1993;27;2145
Rustam;Ivanovich;Rogkov;1957;63;74184
Bohdan;Petrovich;Petrov;1952;68;23639
Alex;Ivanovich;Fedoro;1944;76;75426
Nikita;Petrovich;Kamishev;1992;28;57371
Evgeniy;Petrovich;Ivanov;2013;7;18
Rustam;Stanislavovich;Dmitriev;1955;65;62761
Andrey;Vasilievich;Artemov;2003;17;53016
Oleg;Evgenievich;Okunevskiy;1957;63;92260
Slava;Nikolaevich;Sobolev;1992;28;62523
Nikita;Svytoslavich;Artemov;1933;87;39994
George;Vitalievich;Fedoro;1958;62;96520
Vitaliy;Stanislavovich;Ivanov;1983;37;86098
Denis;Vladimirovich;Moryashov;1961;59;98248
Maxim;Ivanovich;Moryashov;2019;1;47148
Arkady;Borisovich;Nikitin;1996;24;43766
German;Vladimirovich;Borisov;1920;100;73757
Artem;Petrovich;Koshkin;1994;26;74013
Andrey;Dmitrievich;Artemov;2009;11;18524
Vladimir;Vitalievich;Ribin;1944;76;72502
Stanislav;Nikolaevich;Ivanov;1948;72;94003
Slava;Ivanovich;Ribin;2019;1;61720
Evgeniy;Evgenievich;Victorov;1919;101;12942
George;Ivanovich;Artemov;1915;105;88192
Artem;Vladimirovich;Fedoro;1982;38;15332
Arseny;Evgenievich;Borisov;1980;40;71187
Slava;Ivanovich;Kamishev;2000;20;99813
Rustam;Svytoslavich;Petrov;2012;8;15158
Vladimir;Vasilievich;Ivanov;1929;91;54991
Denis;Vitalievich;Rzhevskiy;1927;93;44090
Vasiliy;Vasilievich;Artemov;1920;100;89968
Arnold;Evgenievich;Fedoro;1930;90;19135
Peter;Nikolaevich;Dmitriev;1995;25;56749
Vitaliy;Borisovich;Kamishev;1974;46;62196
Oleg;Stanislavovich;Ribin;1994;26;1837
Boris;Olegovich;Volkov;1966;54;39420
Bohdan;Evgenievich;Krasnov;1972;48;43131
Yuriy;Petrovich;Ribin;1933;87;72948
Maxim;Borisovich;Eliseev;1999;21;3604
Andrey;Olegovich;Ribin;1981;39;58711
Dmitriy;Nikolaevich;Nikitin;2015;5;7647
Alex;Dmitrievich;Fedoro;2011;9;85580
Nikita;Vasilievich;Dmitriev;1982;38;21942
Denis;Vitalievich;Ivanov;1913;107;88750
Artem;Vitalievich;Victorov;1971;49;62724
Rustam;Borisovich;Eliseev;1955;65;40839
Rustam;Olegovich;Fedoro;1928;92;58012
Georgiy;Svytoslavich;Ribin;1931;89;99942
Alex;Svytoslavich;Dmitriev;1978;42;8886
Andrey;Nikolaevich;Fedoro;1995;25;7513
Stanislav;Vitalievich;Rogkov;1944;76;1275
Maxim;Dmitrievich;Victorov;1962;58;73015
Maxim;Olegovich;Moryashov;1960;60;40888
German;Ivanovich;Lisev;2017;3;8780
Arkady;Vladimirovich;Sobolev;1913;107;81826
Vasiliy;Ivanovich;Rogkov;2009;11;900
Andrey;Ivanovich;Fedoro;1953;67;56361
Anton;Borisovich;Ivanov;1946;74;31604
Oleg;Borisovich;Sobolev;1947;73;51759
Vladimir;Olegovich;Sobolev;1979;41;18906
George;Ivanovich;Lisev;1990;30;82631
German;Borisovich;Borisov;1991;29;22266
Rustam;Evgenievich;Fedoro;1932;88;36353
German;Vitalievich;Ivanov;2002;18;91360
Victor;Stanislavovich;Dmitriev;1959;61;87334
Svaytoslav;Olegovich;Victorov;1996;24;21127
Evgeniy;Vitalievich;Fedoro;1932;88;45521
Arseny;Vladimirovich;Sobolev;1972;48;32807
Boris;Olegovich;Eliseev;2004;16;88433
Andrey;Evgenievich;Moryashov;1949;71;39799
Oleg;Nikolaevich;Ivanov;1968;52;86294
Slava;Vitalievich;Lisev;1941;79;91918
Peter;Victorovich;Kamishev;1917;103;29276
Peter;Borisovich;Nikitin;2010;10;33808
Vasiliy;Dmitrievich;Koshkin;1949;71;66869
Rustam;Olegovich;Borisov;1987;33;76192
Maxim;Olegovich;Rzhevskiy;1963;57;34327
Yuriy;Dmitrievich;Ivanov;1928;92;73897
Arkady;Victorovich;Ivanov;1920;100;32917
Vasiliy;Vitalievich;Sobolev;1983;37;45643
Vladimir;Vladimirovich;Rogkov;1932;88;11172
Yuriy;Vitalievich;Volkov;1931;89;69081
Vitaliy;Victorovich;Koshkin;1971;49;26725
Artem;Evgenievich;Victorov;1969;51;53517
Rustam;Dmitrievich;Volkov;1967;53;14468
Andrey;Olegovich;Nikitin;1988;32;44599
Evgeniy;Svytoslavich;Rzhevskiy;1975;45;9796
Arnold;Olegovich;Nikitin;1917;103;62227
George;Dmitrievich;Dmitriev;1942;78;37376
Maxim;Stanislavovich;Sobolev;1984;36;27857
Evgeniy;Borisovich;Rzhevskiy;1935;85;39594
Vasiliy;Svytoslavich;Petrov;2016;4;12607
Denis;Vasilievich;Eliseev;1971;49;46223
Vasiliy;Stanislavovich;Lisev;2000;20;45509
Artem;Evgenievich;Rogkov;1997;23;40983
Boris;Olegovich;Eliseev;1949;71;74611
Bohdan;Vladimirovich;Artemov;1920;100;23905
Nikita;Nikolaevich;Lisev;1949;71;84798
Victor;Vladimirovich;Borisov;1917;103;63014
Arseny;Evgenievich;Ivanov;1934;86;57560
George;Olegovich;Koshkin;1934;86;37736
Peter;Vladimirovich;Okunevskiy;1950;70;22278
German;Petrovich;Lisev;1923;97;61726
Nikita;Evgenievich;Moryashov;2018;2;8127
Alex;Vitalievich;Ivanov;1986;34;97302
Stanislav;Svytoslavich;Ribin;1936;84;73061
Yuriy;Vitalievich;Lisev;1979;41;99502
German;Evgenievich;Okunevskiy;1963;57;74111
Rustam;Nikolaevich;Volkov;1998;22;18015
Arkady;Dmitrievich;Artemov;1975;45;63649
Evgeniy;Vladimirovich;Okunevskiy;1956;64;1675
Oleg;Dmitrievich;Koshkin;1949;71;62150
Peter;Evgenievich;Volkov;1984;36;55937
Nikolay;Evgenievich;Lisev;1912;108;81585
Artem;Borisovich;Petrov;1927;93;61003
Arkady;Borisovich;Rzhevskiy;1919;101;67546
Vitaliy;Evgenievich;Artemov;2010;10;29511
Dmitriy;Svytoslavich;Volkov;1928;92;4943
Evgeniy;Victorovich;Dmitriev;1992;28;30576
Denis;Evgenievich;Dmitriev;2003;17;4226
Arkady;Olegovich;Ribin;1946;74;93856
Georgiy;Dmitrievich;Petrov;1954;66;64851
Denis;Petrovich;Volkov;1962;58;95867
Nikita;Ivanovich;Ribin;1944;76;13086
Bohdan;Vladimirovich;Koshkin;1941;79;83193
Victor;Evgenievich;Moryashov;1990;30;44111
Svaytoslav;Ivanovich;Eliseev;1954;66;66478
Nikolay;Borisovich;Petrov;1962;58;76723
Vasiliy;Vladimirovich;Fedoro;1915;105;87096
Yuriy;Ivanovich;Lisev;2018;2;65138
Maxim;Dmitrievich;Artemov;1915;105;78270
Vladimir;Victorovich;Victorov;2008;12;18778
Boris;Petrovich;Petrov;1997;23;76122
Georgiy;Vitalievich;Volkov;1928;92;70213
Denis;Vasilievich;Okunevskiy;2016;4;46436
Rustam;Nikolaevich;Fedoro;1926;94;15961
Vladislav;Olegovich;Rogkov;2001;19;42509
Dmitriy;Olegovich;Okunevskiy;2002;18;47300
Arkady;Victorovich;Sobolev;1920;100;60197
Nikita;Dmitrievich;Okunevskiy;1918;102;881
George;Svytoslavich;Borisov;1956;64;71532
Vasiliy;Ivanovich;Artemov;1961;59;4455
Oleg;Ivanovich;Petrov;1973;47;59721
Boris;Petrovich;Rogkov;1971;49;83861
Victor;Evgenievich;Krasnov;2009;11;9112
Vasiliy;Ivanovich;Kamishev;1984;36;46028
Peter;Vasilievich;Nikitin;2012;8;85879
Maxim;Svytoslavich;Artemov;1946;74;71764
German;Olegovich;Artemov;1966;54;41416
Rustam;Petrovich;Borisov;1933;87;53709
Peter;Olegovich;Borisov;1937;83;43504
Arkady;Ivanovich;Dmitriev;1988;32;12079
Rustam;Stanislavovich;Koshkin;1965;55;51896
Nikolay;Nikolaevich;Dmitriev;1982;38;25614
Vladimir;Evgenievich;Fedoro;1946;74;68736
Maxim;Vasilievich;Volkov;1983;37;40284
Peter;Svytoslavich;Okunevskiy;1918;102;71596
Bohdan;Vladimirovich;Fedoro;1984;36;76500
German;Ivanovich;Ivanov;1948;72;41084
Alex;Petrovich;Fedoro;1918;102;58662
Ivan;Stanislavovich;Rzhevskiy;1987;33;88155
Dmitriy;Borisovich;Kamishev;1998;22;52217
Ivan;Stanislavovich;Artemov;1919;101;30860
Boris;Olegovich;Ivanov;1978;42;24695
Nikolay;Vasilievich;Victorov;1935;85;29294
Alex;Olegovich;Ribin;1973;47;61558
Artem;Olegovich;Koshkin;1931;89;22574
Nikita;Vitalievich;Krasnov;1944;76;77162
Maxim;Dmitrievich;Lisev;1963;57;86315
Victor;Olegovich;Ivanov;1917;103;78627
Nikita;Vitalievich;Dmitriev;1982;38;4940
Vladislav;Victorovich;Sobolev;1999;21;78026
German;Vladimirovich;Dmitriev;1991;29;93240
Nikita;Victorovich;Petrov;1960;60;18811
Ivan;Evgenievich;Lisev;1996;24;68111
Oleg;Dmitrievich;Artemov;1991;29;98300
Peter;Vitalievich;Rzhevskiy;1996;24;27277
Rustam;Nikolaevich;Okunevskiy;2017;3;41538
Stanislav;Ivanovich;Petrov;2017;3;98736
Dmitriy;Nikolaevich;Ribin;1928;92;25965
Stanislav;Ivanovich;Ivanov;1994;26;46198
German;Olegovich;Krasnov;1977;43;82906
Artem;Vasilievich;Ivanov;1979;41;13547
German;Vladimirovich;Koshkin;1941;79;24094
Victor;Ivanovich;Volkov;2001;19;28223
Georgiy;Ivanovich;Krasnov;2017;3;71309
Victor;Nikolaevich;Artemov;1945;75;22003
Arnold;Nikolaevich;Ivanov;1989;31;17276
Ivan;Ivanovich;Dmitriev;1977;43;30103
Svaytoslav;Olegovich;Rogkov;1996;24;29221
Rustam;Dmitrievich;Sobolev;1992;28;58677
Oleg;Olegovich;Moryashov;1929;91;34513
Bohdan;Evgenievich;Lisev;1962;58;28965
Denis;Vitalievich;Dmitriev;1946;74;14218
Peter;Petrovich;Okunevskiy;1955;65;75988
Slava;Vitalievich;Petrov;1924;96;86663
Rustam;Vladimirovich;Krasnov;1990;30;63597
Slava;Ivanovich;Dmitriev;1947;73;2392
Nikita;Victorovich;Ivanov;1991;29;37922
Vitaliy;Olegovich;Rogkov;1930;90;6595
Arnold;Ivanovich;Volkov;1985;35;40751
Bohdan;Evgenievich;Okunevskiy;1982;38;67259
Stanislav;Nikolaevich;Nikitin;1963;57;5337
Anton;Evgenievich;Sobolev;1987;33;30164
German;Ivanovich;Nikitin;1990;30;22122
Georgiy;Victorovich;Dmitriev;1925;95;57316
Arkady;Stanislavovich;Krasnov;1913;107;53529
Dmitriy;Vitalievich;Nikitin;1966;54;46113
Alex;Vladimirovich;Artemov;1935;85;57615
Evgeniy;Olegovich;Ribin;1925;95;25363
Ivan;Borisovich;Nikitin;1981;39;12585
Denis;Svytoslavich;Fedoro;1923;97;93066
Vasiliy;Ivanovich;Eliseev;1979;41;80507
Dmitriy;Olegovich;Borisov;1918;102;12674
Georgiy;Victorovich;Sobolev;1932;88;71297
Nikita;Vasilievich;Okunevskiy;1948;72;31699
Ivan;Ivanovich;Rogkov;1951;69;30185
Dmitriy;Petrovich;Volkov;1945;75;41212
Vladimir;Victorovich;Koshkin;1941;79;35090
Artem;Borisovich;Petrov;1997;23;70259
Rustam;Vitalievich;Kamishev;1922;98;18021
Arkady;Ivanovich;Petrov;1921;99;16946
Artem;Olegovich;Rogkov;1962;58;78753
Vladislav;Borisovich;Okunevskiy;2019;1;71486
Oleg;Evgenievich;Lisev;1996;24;2032
Dmitriy;Nikolaevich;Krasnov;1963;57;97463
Stanislav;Ivanovich;Okunevskiy;1969;51;84478
Arkady;Nikolaevich;Petrov;1995;25;19153
Peter;Olegovich;Petrov;1912;108;85982
Vitaliy;Ivanovich;Rzhevskiy;1918;102;26920
Arnold;Olegovich;Victorov;1943;77;5874
Vitaliy;Vladimirovich;Krasnov;1977;43;72258
George;Borisovich;Victorov;1968;52;8481
Nikolay;Olegovich;Koshkin;1995;25;91540
Svaytoslav;Svytoslavich;Rogkov;1913;107;48622
Victor;Nikolaevich;Ivanov;1953;67;85067
Nikita;Evgenievich;Okunevskiy;2005;15;37806
Ivan;Vladimirovich;Ivanov;1911;109;98715
Oleg;Olegovich;Moryashov;1920;100;8288
Arkady;Nikolaevich;Artemov;1980;40;21082
Victor;Vitalievich;Victorov;1933;87;37943
Rustam;Petrovich;Eliseev;1999;21;32883
Vasiliy;Nikolaevich;Artemov;1978;42;56074
Anton;Ivanovich;Dmitriev;1954;66;39100
Rustam;Vitalievich;Borisov;1975;45;21610
Rustam;Borisovich;Ivanov;1928;92;91293
Boris;Vitalievich;Borisov;1916;104;12964
Arseny;Olegovich;Artemov;2002;18;79451
Yuriy;Nikolaevich;Koshkin;1935;85;55757
Vladislav;Stanislavovich;Okunevskiy;1914;106;52735
Evgeniy;Vladimirovich;Ivanov;1943;77;3030
Vladislav;Victorovich;Krasnov;2005;15;28547
Maxim;Evgenievich;Nikitin;1946;74;35276
Nikita;Stanislavovich;Rzhevskiy;1973;47;82476
George;Dmitrievich;Nikitin;1931;89;26432
Arkady;Nikolaevich;Petrov;2004;16;89922
Ivan;Olegovich;Petrov;1923;97;90490
Denis;Stanislavovich;Rzhevskiy;1977;43;26383
Yuriy;Ivanovich;Moryashov;1940;80;42777
Alex;Vladimirovich;Koshkin;1975;45;39774
Peter;Svytoslavich;Borisov;1949;71;44029
Stanislav;Victorovich;Okunevskiy;1947;73;97470
Svaytoslav;Stanislavovich;Kamishev;1950;70;5468
Arseny;Vasilievich;Rogkov;1977;43;95269
Denis;Stanislavovich;Nikitin;1922;98;82790
Ivan;Vasilievich;Victorov;2017;3;7934
Yuriy;Vladimirovich;Rzhevskiy;1916;104;37644
Stanislav;Vitalievich;Rogkov;1932;88;73610
German;Nikolaevich;Ivanov;1929;91;60521
Nikolay;Stanislavovich;Ribin;1961;59;49858
Yuriy;Stanislavovich;Petrov;1967;53;90325
Svaytoslav;Evgenievich;Rogkov;1917;103;70101
Bohdan;Stanislavovich;Nikitin;1989;31;96713
Svaytoslav;Olegovich;Volkov;1912;108;77596
Bohdan;Vasilievich;Lisev;2000;20;73458
Vladislav;Evgenievich;Volkov;2005;15;33237
Stanislav;Vitalievich;Moryashov;1986;34;87408
Vasiliy;Nikolaevich;Petrov;1953;67;95141
Andrey;Petrovich;Borisov;1919;101;396
Artem;Petrovich;Dmitriev;2001;19;65025
Artem;Ivanovich;Moryashov;1966;54;93533
George;Olegovich;Ivanov;2009;11;1406
Vladimir;Vitalievich;Victorov;1994;26;36503
